StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q308,Q309,Q5,Q6,Q7,Q8,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,1_Q312,2_Q312,3_Q312,4_Q312,5_Q312,6_Q312,7_Q312,8_Q312,9_Q312,10_Q312,11_Q312,12_Q312,13_Q312,14_Q312,15_Q312,1_Q135,2_Q135,3_Q135,4_Q135,5_Q135,6_Q135,7_Q135,8_Q135,9_Q135,10_Q135,11_Q135,12_Q135,13_Q135,14_Q135,15_Q135,16_Q135,17_Q135,18_Q135,19_Q135,Q25,Q341,Q342,Q343,Q319,Q344,Q320,Q345,Q321,Q346,Q322,Q347,Q323,Q348,Q351,Q352,QID21,QID22,QID23,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q32,Q33,Q34,Q35,Q36,ID
2026/4/7 16:07,2026/4/7 16:21,0,14.133.198.49,100,847,1,2026/4/7 16:21,R_4lGfyYoZvVRYH9E,,,,,34.8468,138.2555,anonymous,JA,1,1,,1,23,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,7,4,4,4,4,4,7,4,4,7,7,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,2,2,2,2,2,1,2,1,2,1,1,4,2,4,3,2,4,1,1,4,3,2,2,2,2,2,4,4,4,4,4,4,4,,,,,,,,,,2,1,,1,,48608199
2026/4/7 16:07,2026/4/7 16:22,0,219.117.171.234,100,848,1,2026/4/7 16:22,R_92OvqM5mbj8kC2Z,,,,,35.3895,139.5814,anonymous,JA,1,1,,2,48,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,5,2,1,3,4,5,5,2,3,5,2,3,5,5,4,4,5,4,4,7,7,4,7,4,4,4,7,4,5,7,7,150,2,14,2,11,2,125,2,30,2,30,2,6,2,20,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,5,3,2,4,2,2,3,2,2,4,3,2,2,4,5,5,2,4,3,2,,,,,,,,,,2,1,,1,,91893716
2026/4/7 16:40,2026/4/7 16:55,0,153.200.202.86,100,851,1,2026/4/7 16:55,R_9jT75O6sAnYhEQ1,,,,,34.6922,135.1816,anonymous,JA,1,1,,1,31,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,5,4,3,4,3,5,4,5,4,3,5,5,5,6,7,7,1,1,4,1,5,1,7,7,1,4,1,7,7,5,7,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,2,1,1,1,1,2,1,2,1,2,4,3,4,4,3,5,3,3,4,4,3,4,4,3,4,4,5,4,2,5,5,4,,,,,,,,,,2,1,,1,,15312851
2026/4/7 17:07,2026/4/7 17:21,0,14.11.209.225,100,851,1,2026/4/7 17:21,R_9dNfUhwyASwdTlz,,,,,34.7361,136.522,anonymous,JA,1,1,,1,41,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,6,7,6,4,6,3,6,3,7,6,3,4,4,6,5,7,5,5,4,8,5,5,4,8,7,7,8,5,7,5,8,4,4,7,150,2,72,2,11,2,125,2,31,2,40,2,4,2,15,2,2,2,1,2,1,2,1,1,1,1,1,2,4,3,5,5,6,3,3,5,3,4,3,2,3,4,4,5,6,4,7,3,4,6,,,,,,,,,,1,1,,1,,85062821
2026/4/7 16:06,2026/4/7 16:21,0,153.201.8.160,99,858,0,,FS_966UB91a8ku5Rex,,,,,,,anonymous,JA,1,1,,1,38,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,5,2,1,5,1,4,6,1,2,6,2,1,4,2,5,5,7,4,1,7,7,8,7,7,7,8,4,5,4,5,5,7,5,7,300,1,72,2,11,2,125,1,29,1,30,1,2,2,15,1,2,1,2,1,1,2,1,1,1,2,1,2,4,3,4,3,4,3,5,4,4,3,3,4,3,4,2,4,5,3,5,3,4,3,,,,,,1,,,,2,1,,1,,22233823
2026/4/7 16:31,2026/4/7 16:45,0,106.158.25.244,100,872,1,2026/4/7 16:45,R_9ONPdkkDpyAslZJ,,,,,31.5759,130.5619,anonymous,JA,1,1,,2,62,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5,9,2,8,6,5,8,2,9,7,6,8,8,7,8,5,5,4,4,4,1,5,4,5,5,5,5,5,8,5,5,5,7,7,300,2,72,2,11,2,125,2,29,2,30,2,4,2,20,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2,4,2,2,3,4,2,4,3,2,3,4,4,6,2,2,2,2,,,,,,,,,,2,1,,1,,77803379
2026/4/7 16:15,2026/4/7 16:30,0,133.106.33.130,100,874,1,2026/4/7 16:30,R_9MX4fwYWpAkKPXC,,,,,35.69,139.69,anonymous,JA,1,1,,2,42,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,3,2,4,3,3,3,5,4,3,3,4,4,4,4,4,4,7,4,4,5,4,7,4,7,4,7,4,4,1,7,7,7,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,2,2,2,1,2,1,2,1,2,3,2,4,3,2,4,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,,,,,,,,,,2,1,,1,,62872750
2026/4/7 16:37,2026/4/7 16:52,0,133.175.176.132,100,888,1,2026/4/7 16:52,R_9xJltX5D8dBwh5X,,,,,43.0885,141.3571,anonymous,JA,1,1,,2,26,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,6,7,4,8,6,1,4,4,6,4,4,3,3,3,7,1,1,1,1,1,7,8,1,1,5,1,7,1,1,5,7,1,1,1,1500,1,72,2,2,2,80,2,29,2,30,2,6,2,20,2,1,2,2,1,2,2,1,1,2,1,2,1,5,5,6,3,5,5,5,3,6,5,5,6,5,3,5,6,6,6,3,2,5,3,,,,,,,,,,2,1,,1,,35703145
2026/4/7 17:06,2026/4/7 17:21,0,133.238.178.116,100,900,1,2026/4/7 17:21,R_91arn7ixRvEn2wi,,,,,37.7504,140.4709,anonymous,JA,1,1,,2,26,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,8,9,1,7,7,8,9,2,7,8,9,5,3,8,7,8,8,8,8,8,5,1,8,1,7,7,4,5,5,7,4,1,5,5,300,2,14,2,6,2,125,2,30,2,40,2,9,2,20,2,1,1,1,2,1,1,1,2,2,2,2,2,5,3,6,3,5,6,2,3,6,6,3,6,3,6,4,6,5,4,1,6,4,4,,,,,,,,,,2,1,,1,,52736821
2026/4/7 16:05,2026/4/7 16:21,0,42.125.78.99,100,921,1,2026/4/7 16:21,R_4MGCf1leIAGEDNT,,,,,35.1202,138.9262,anonymous,JA,1,1,,2,31,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,3,2,3,4,2,3,3,4,2,4,5,3,3,6,4,5,4,5,5,7,7,5,7,7,7,4,5,5,5,5,5,7,7,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,4,3,3,5,1,1,4,4,3,3,4,1,4,6,5,6,2,2,3,1,,,,,,,,,,2,1,,1,,29712819
2026/4/7 16:07,2026/4/7 16:22,0,153.175.243.37,100,921,1,2026/4/7 16:22,R_4Bm5QS9i2rA5UH0,,,,,38.2676,140.87,anonymous,JA,1,1,,2,23,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,7,6,7,8,6,7,8,5,8,7,6,8,6,5,7,5,5,5,5,5,4,5,8,8,8,8,5,5,5,8,4,8,5,4,150,2,14,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,4,4,5,5,6,6,5,4,5,5,5,5,4,6,6,5,5,4,5,5,5,3,,,,,,,1,,,2,1,,1,,74781523
2026/4/7 16:08,2026/4/7 16:23,0,27.95.216.41,100,922,1,2026/4/7 16:23,R_9VVTqcHUcwxAJZD,,,,,35.3376,139.4184,anonymous,JA,1,1,,1,37,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,5,1,1,3,2,5,1,4,3,1,2,1,2,4,1,1,1,1,1,1,8,1,1,7,1,1,1,1,7,1,5,1,1,150,2,72,2,11,2,125,2,29,2,40,2,10,2,15,2,2,1,2,2,2,1,2,2,1,2,1,2,4,3,5,4,3,4,4,3,5,5,4,5,4,3,5,5,6,6,2,5,3,2,,,,,,,,,,2,1,,1,,70692885
2026/4/7 16:27,2026/4/7 16:43,0,219.100.37.240,100,926,1,2026/4/7 16:43,R_4VtWlm1BZuchIM9,,,,,35.69,139.69,anonymous,JA,1,1,,1,30,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,5,6,4,1,1,3,5,5,5,5,3,5,2,5,5,5,4,7,5,5,4,5,1,7,7,4,1,7,7,4,7,4,4,300,2,14,2,11,2,125,2,29,2,30,2,3,2,20,2,2,2,1,2,2,2,1,1,2,1,1,2,2,3,4,3,2,5,3,4,5,3,3,5,4,2,4,3,4,5,3,3,5,3,,,,,,,,,,2,1,,1,,58329905
2026/4/7 16:06,2026/4/7 16:22,0,119.239.18.133,100,938,1,2026/4/7 16:22,R_9FIokC6UZIuJrAR,,,,,33.5676,130.5058,anonymous,JA,1,1,,1,44,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,6,3,4,6,2,6,2,7,6,3,8,8,3,8,8,7,7,7,5,5,7,7,7,7,5,5,7,5,5,5,5,5,5,300,2,72,2,11,2,1250,2,29,2,30,2,4,2,15,2,1,2,1,2,2,1,1,2,1,2,1,1,3,2,5,3,2,6,2,1,5,4,4,6,3,2,2,5,7,7,1,2,2,1,,,,,,,,,,2,1,,1,,62137285
2026/4/7 16:06,2026/4/7 16:22,0,60.117.231.168,100,939,1,2026/4/7 16:22,R_42G8pscAeJaJlY1,,,,,35.69,139.69,anonymous,JA,1,1,,1,44,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,2,1,2,5,3,2,1,7,1,5,3,2,2,3,4,4,1,1,7,1,8,1,1,7,1,1,7,4,1,4,1,1,1,300,2,14,2,6,2,120,2,31,2,40,2,4,2,20,2,2,1,2,2,2,2,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,4,,,,,,,,,,2,1,,1,,68608903
2026/4/7 16:06,2026/4/7 16:22,0,124.209.90.7,100,943,1,2026/4/7 16:22,R_4K5GulPKab8rt9D,,,,,33.5854,130.4018,anonymous,JA,1,1,,1,52,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,9,5,2,2,1,5,2,2,3,4,2,2,5,2,5,5,4,1,5,5,8,1,1,7,7,4,1,7,4,7,1,1,1,150,2,72,2,11,2,124,2,29,2,30,2,4,2,15,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,5,3,3,5,3,2,3,3,2,5,3,2,2,3,3,6,2,2,1,1,,,,,,,,,,2,1,,1,読んでぁ�まどろっこしとせ�しが多い、計算が難しい等イライラする設問が多かったです�,41493348
2026/4/7 16:07,2026/4/7 16:23,0,153.173.28.129,100,948,1,2026/4/7 16:23,R_93pDdluFNKVE1fV,,,,,42.8358,141.6594,anonymous,JA,1,1,,2,38,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,2,3,7,1,1,1,6,5,6,2,1,2,9,5,7,5,5,8,7,1,5,1,7,1,5,1,8,5,5,7,5,5,300,2,14,2,6,2,120,2,29,2,40,2,6,2,20,2,2,1,2,2,1,2,1,2,2,1,1,1,4,3,4,4,3,5,4,3,3,4,2,3,4,3,4,5,4,5,2,5,1,1,,,,,,,,,,2,1,,1,,54400911
2026/4/7 16:09,2026/4/7 16:24,0,131.147.232.219,100,951,1,2026/4/7 16:24,R_9A1Jn6viiUUbCdH,,,,,35.8418,139.794,anonymous,JA,1,1,,1,41,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,8,7,7,7,7,3,8,7,7,6,3,9,7,7,7,4,4,1,4,8,4,8,4,8,4,4,4,4,4,8,4,8,1,1,150,2,74,2,11,2,125,2,29,2,40,2,4,2,15,2,1,1,2,1,2,1,2,1,1,1,1,1,6,3,6,6,3,6,5,3,5,5,6,5,5,5,5,3,6,5,6,6,6,5,,,,,,,,,,2,1,,1,,63059080
2026/4/7 16:07,2026/4/7 16:23,0,60.125.196.241,100,954,1,2026/4/7 16:23,R_4KZaAfmR3Fsvppw,,,,,35.69,139.69,anonymous,JA,1,1,,2,45,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,5,7,4,7,7,4,7,5,7,6,7,7,5,4,8,5,5,5,8,8,8,1,8,4,5,4,5,8,5,5,5,8,5,5,300,2,72,2,6,2,125,2,29,2,40,2,9,2,20,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,4,2,1,4,3,3,3,4,2,4,2,2,3,5,5,5,2,3,5,2,,,,,,,,,,2,1,,1,,56114057
2026/4/7 16:06,2026/4/7 16:22,0,116.12.3.132,100,959,1,2026/4/7 16:22,R_9PpshDDYy31cI5D,,,,,35.2547,136.9837,anonymous,JA,1,1,,1,37,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,4,2,2,2,2,1,1,2,2,2,2,1,3,3,7,4,1,1,1,1,8,7,4,7,7,4,7,1,4,4,4,1,1,300,2,14,2,6,2,125,2,29,2,40,2,6,2,20,2,2,2,2,2,1,1,1,2,1,1,1,1,2,3,3,1,3,3,1,2,4,3,4,4,2,3,2,4,4,5,1,5,4,4,,,,,,,,,,2,1,,1,,21424848
2026/4/7 16:07,2026/4/7 16:23,0,14.9.220.226,100,984,1,2026/4/7 16:23,R_9MWzR6wzk2DCDTz,,,,,43.0763,141.3654,anonymous,JA,1,1,,1,53,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,5,8,6,5,1,5,8,4,6,2,4,2,2,2,8,5,4,8,5,8,1,1,7,7,4,5,4,1,5,4,1,1,1,300,2,86,2,6,2,120,2,30,2,40,2,3,2,20,2,2,1,1,2,1,1,1,2,1,1,1,1,3,1,4,3,1,4,6,1,6,6,1,4,6,2,5,6,5,7,1,2,1,1,,,,,,,,,,2,1,,1,,81397096
2026/4/7 16:06,2026/4/7 16:22,0,130.62.15.91,100,986,1,2026/4/7 16:22,R_4CO4sbVq7uIbxbK,,,,,35.6837,139.6805,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,6,6,6,1,1,3,6,1,1,1,1,1,1,8,1,1,1,1,7,1,7,1,7,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,4,3,6,4,3,5,4,3,6,5,3,6,4,3,4,3,5,7,1,2,1,1,,,,,,,,,,2,1,,1,,13822015
2026/4/7 16:07,2026/4/7 16:24,0,218.228.199.5,100,1003,1,2026/4/7 16:24,R_9HPyEqZ6Ru9eQtr,,,,,34.8132,134.6873,anonymous,JA,1,1,,1,42,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,2,5,4,5,2,4,5,6,4,5,4,4,4,7,5,5,4,4,5,4,7,5,7,7,4,4,5,5,5,4,5,7,7,150,2,72,2,11,1,125,2,29,2,30,2,4,2,15,2,1,2,2,2,2,2,1,2,1,2,1,2,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,5,5,6,2,4,4,2,,,,1,,,,,,2,1,,1,,16802981
2026/4/7 16:35,2026/4/7 16:52,0,126.129.216.132,100,1003,1,2026/4/7 16:52,R_9wS3PwdIOlLR1u1,,,,,37.3999,140.3831,anonymous,JA,1,1,,1,43,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,3,5,2,1,5,3,4,6,1,5,2,8,8,8,4,1,5,7,1,4,1,7,1,5,1,4,1,5,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,1,2,2,2,1,2,1,2,2,1,4,2,5,4,2,6,4,4,6,3,5,6,4,1,6,4,6,6,1,1,2,2,,,,,,,,,,2,1,,1,,87777514
2026/4/7 16:07,2026/4/7 16:23,0,116.199.180.53,100,1005,1,2026/4/7 16:23,R_9rPb1ti97RKIGWG,,,,,36.4105,138.2583,anonymous,JA,1,1,,2,34,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,5,1,2,2,1,3,2,5,2,2,2,3,2,2,4,4,7,4,4,4,4,7,1,4,4,4,1,4,4,4,1,7,7,150,2,14,2,11,2,125,2,29,2,30,2,6,2,0,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,4,2,4,4,2,2,2,3,3,4,3,3,4,4,4,4,3,4,4,3,,,,,,,,,,1,1,,1,,90199699
2026/4/7 16:08,2026/4/7 16:25,0,59.169.192.244,100,1017,1,2026/4/7 16:25,R_9g5clTwkeg9N5uC,,,,,43.048,141.3673,anonymous,JA,1,1,,2,42,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,7,4,4,1,5,1,8,4,1,1,7,4,5,5,4,4,5,7,7,300,2,14,2,6,2,125,2,30,2,40,2,6,2,20,2,2,1,2,2,1,1,1,2,1,2,1,1,3,1,6,3,1,6,3,2,4,4,2,4,3,1,4,6,5,5,2,5,4,2,,,,,,,,,,2,1,,1,,64083274
2026/4/7 16:07,2026/4/7 16:24,0,211.15.31.227,100,1022,1,2026/4/7 16:24,R_9FJqi5c3pQ6tjNj,,,,,35.2329,137.0992,anonymous,JA,1,1,,1,54,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,3,1,3,2,2,3,1,1,7,1,1,1,1,5,1,8,1,1,1,1,1,1,1,1,5,5,1,1,15,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,2,1,2,2,2,1,2,1,2,1,2,3,1,6,2,2,4,4,1,5,5,2,5,5,2,4,3,2,3,1,1,1,1,,,,,,,,,,2,1,,1,,17502555
2026/4/7 16:09,2026/4/7 16:27,0,133.106.33.226,100,1040,1,2026/4/7 16:27,R_41FwCGbGAouXTD3,,,,,35.69,139.69,anonymous,JA,1,1,,1,61,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,4,8,1,1,300,2,14,2,6,2,120,2,29,2,30,2,4,2,20,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,5,4,1,6,1,1,5,5,1,6,4,1,1,5,5,5,2,1,1,1,,,,,,,,,,2,1,,1,,44200813
2026/4/7 16:10,2026/4/7 16:28,0,121.1.238.18,100,1040,1,2026/4/7 16:28,R_9BuFbGEI2f6N4cx,,,,,35.4785,133.0489,anonymous,JA,1,1,,1,51,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,4,3,3,3,3,6,3,5,6,4,5,3,5,5,4,4,4,1,4,1,8,7,1,1,1,4,7,1,1,4,4,1,1,150,2,72,2,11,2,120,2,29,2,30,2,4,2,15,2,2,2,1,2,2,2,1,2,1,2,2,2,4,3,4,4,4,4,3,3,4,3,3,4,4,3,3,5,5,5,4,4,4,3,,,,,,,,,,2,1,,1,,46426290
2026/4/7 16:06,2026/4/7 16:24,0,122.21.224.195,100,1051,1,2026/4/7 16:24,R_46MG6GYQitelGQV,,,,,34.7006,137.871,anonymous,JA,1,1,,1,45,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,3,3,3,2,3,3,3,4,5,3,3,4,3,5,4,7,4,4,4,7,4,5,1,7,7,7,7,4,5,7,5,7,7,150,2,72,2,11,2,125,2,29,2,30,2,4,2,60,2,2,2,2,1,1,1,2,2,2,1,1,1,3,3,5,2,4,3,3,4,5,4,3,4,3,3,3,4,5,5,3,2,2,2,,,,,,,,,,2,1,,1,,76104134
2026/4/7 16:07,2026/4/7 16:24,0,49.97.71.166,100,1051,1,2026/4/7 16:24,R_4Iv5uquiYC8ZI09,,,,,35.69,139.69,anonymous,JA,1,1,,2,25,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,6,5,5,5,6,5,5,5,7,5,6,6,5,6,6,4,4,4,4,4,4,4,4,1,1,1,5,4,4,4,4,5,5,5,300,2,72,2,6,2,120,2,31,2,40,2,4,2,20,2,1,2,1,2,2,1,2,2,1,1,1,1,4,4,5,4,5,6,5,4,6,5,4,6,5,6,6,4,6,4,4,4,4,4,,,,,,,,,,2,1,,1,,35714437
2026/4/7 16:08,2026/4/7 16:26,0,153.151.82.131,100,1067,1,2026/4/7 16:26,R_9P4S6szfbsOiwTu,,,,,35.7949,139.7334,anonymous,JA,1,1,,1,35,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,3,2,2,1,4,2,5,1,3,1,3,4,5,3,5,5,4,7,5,4,5,7,1,1,1,5,1,7,5,4,7,7,7,300,2,14,2,6,2,120,2,30,2,40,2,9,2,20,2,1,1,1,2,1,1,1,2,2,1,2,2,3,3,5,4,3,5,4,4,3,4,3,5,3,3,4,5,4,5,3,2,5,4,,,,,,,,,,2,1,,1,,41183099
2026/4/7 17:08,2026/4/7 17:25,0,124.142.107.236,100,1067,1,2026/4/7 17:25,R_4I9L3ilH8FU5COm,,,,,35.6481,139.9115,anonymous,JA,1,1,,1,63,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,3,6,2,3,2,2,3,7,4,4,7,4,5,7,4,7,7,4,4,7,7,7,5,5,5,5,5,300,2,14,2,6,2,120,2,30,2,40,2,9,2,20,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,4,3,2,4,3,3,4,3,3,4,4,5,5,4,2,3,3,,,,,,,,,,2,1,,1,,63962548
2026/4/7 16:07,2026/4/7 16:25,0,73.15.251.208,100,1076,1,2026/4/7 16:25,R_6dSSG91M9CtW9Nf,,,,,37.7201,-122.4414,anonymous,JA,1,1,,2,39,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,4,5,5,5,5,4,5,6,6,5,4,5,5,5,6,5,5,5,5,5,4,4,5,7,5,5,7,5,4,5,4,5,7,7,150,2,72,2,10,2,125,2,29,2,40,2,4,2,15,2,1,2,2,2,2,2,2,2,2,2,1,1,3,3,4,4,3,4,4,3,3,3,3,4,4,3,3,5,4,4,3,5,4,3,,,,,,,,,,2,1,,1,,17501814
2026/4/7 16:42,2026/4/7 17:00,0,220.144.227.64,100,1097,1,2026/4/7 17:00,R_4NVPvC2Z62N0mBO,,,,,37.0516,140.8816,anonymous,JA,1,1,,2,35,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,3,3,1,1,1,2,6,6,1,1,1,6,1,1,1,5,1,1,1,5,1,1,8,5,1,5,1,8,4,5,5,300,2,72,2,6,2,120,2,29,2,40,2,6,2,20,2,1,1,2,2,2,1,2,2,1,2,1,1,4,3,6,4,4,6,4,4,6,5,6,6,4,6,6,7,6,6,1,5,2,1,,,,,,,,,,2,1,,1,,94052687
2026/4/7 16:10,2026/4/7 16:28,0,123.225.34.171,100,1102,1,2026/4/7 16:28,R_4Dk18VSmOfmwQA9,,,,,35.6837,139.6805,anonymous,JA,1,1,,2,32,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,8,7,8,9,8,2,6,3,7,8,1,7,8,3,8,8,5,5,5,5,1,7,5,5,7,8,5,5,5,8,5,5,8,5,300,2,14,2,6,2,125,2,30,2,40,2,5,2,40,2,1,1,2,1,1,1,2,2,1,2,1,1,5,6,5,4,5,4,6,5,4,5,5,5,4,5,6,5,7,6,5,5,7,6,,,,1,1,,,,,2,1,,1,,25665860
2026/4/7 16:13,2026/4/7 16:31,0,60.145.56.36,100,1107,1,2026/4/7 16:31,R_4ReJsi4x20Rtnw6,,,,,35.69,139.69,anonymous,JA,1,1,,2,30,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,7,4,2,3,1,1,6,4,7,7,7,7,1,5,4,1,4,1,4,7,1,1,4,1,1,1,150,1,72,2,11,2,125,2,29,1,40,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,4,1,2,2,2,1,3,3,2,3,2,5,5,2,3,2,2,,,,,,,,,,2,1,,1,,49047921
2026/4/7 16:06,2026/4/7 16:25,0,58.189.3.188,100,1110,1,2026/4/7 16:25,R_9F1pTHBXRJG8pI5,,,,,34.711,135.5984,anonymous,JA,1,1,,2,40,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,5,1,1,1,5,7,1,1,1,1,1,8,1,1,7,1,1,1,4,1,4,7,1,1,300,2,14,2,4,2,120,2,30,2,40,2,3,2,20,2,2,2,1,2,2,2,1,2,1,2,2,1,3,1,4,3,1,6,3,1,5,3,2,4,3,1,3,5,5,6,1,2,2,1,,,,,,,,,,2,1,,1,,88494997
2026/4/7 16:07,2026/4/7 16:26,0,59.132.16.129,100,1110,1,2026/4/7 16:26,R_9IauXG1uttokoEI,,,,,35.6837,139.6805,anonymous,JA,1,1,,2,48,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,5,5,5,5,3,5,5,6,5,4,5,7,5,7,5,5,7,4,5,4,4,5,7,4,4,4,7,5,4,4,5,4,4,300,2,72,2,1,2,125,2,30,2,40,2,4,2,20,2,1,1,2,2,2,2,2,2,1,2,1,2,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,5,4,3,4,4,4,,,,,,,,,1,2,1,,1,,83910395
2026/4/7 16:06,2026/4/7 16:25,0,121.85.45.55,99,1135,0,,FS_9QFIGym82426F0v,,,,,,,anonymous,JA,1,1,,2,28,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,1,2,7,6,2,1,6,1,3,6,8,5,5,5,5,5,1,8,7,5,1,8,5,7,7,4,7,5,5,300,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,2,2,1,2,1,2,1,2,1,4,4,4,2,6,2,4,5,5,2,4,4,2,6,6,5,3,1,3,5,1,,,,1,,,,,1,2,1,,1,,77171937
2026/4/7 16:13,2026/4/7 16:32,0,217.178.193.151,100,1148,1,2026/4/7 16:32,R_4BbTCscG7PBMVr5,,,,,34.6802,135.5029,anonymous,JA,1,1,,1,52,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,6,2,3,3,2,6,4,6,7,4,6,6,4,7,5,5,4,7,5,7,5,7,7,4,4,7,4,5,7,5,7,7,7,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,2,2,1,2,2,2,2,2,4,4,4,3,4,4,3,3,5,3,3,4,4,3,3,5,5,5,3,3,3,3,,,,,,,,,,2,1,,1,,41487569
