StartDate,EndDate,Status,IPAddress,Progress,Duration(inseconds),Finished,RecordedDate,ResponseId,RecipientLastName,DistributionChannel,UserLanguage,Agree,CrowdWorkをオンにしているか,CrowdWorks再確認,Gender,Age,native_language,真面目に答えてくれるか,戦略_1,戦略_2,戦略_3,戦略_4,戦略_5,戦略_6,戦略_7,戦略_8,戦略_9,戦略_10,戦略_11,戦略_12,戦略_13,GCBS_1,GCBS_2,GCBS_3,GCBS_4,GCBS_5,GCBS_6,GCBS_7,GCBS_8,GCBS_9,GCBS_10,GCBS_11,GCBS_12,GCBS_13,GCBS_14,GCBS_15,PBS_1,PBS_2,PBS_3,PBS_4,PBS_5,PBS_6,PBS_7,PBS_8,PBS_9,PBS_10,PBS_11,PBS_12,PBS_13,PBS_14,PBS_15,PBS_16,PBS_17,PBS_18,PBS_19,CRT_1,初見か_1,CRT_2,初見か_2,CRT_3,初見か_3,CRT_4,初見か_4,CRT_5,初見か_5,CRT_6,初見か_6,CRT_7,初見か_7,CRT_8,初見か_8,SRS_1,SRS_2,SRS_3,SRS_4,SRS_5,SRS_6,SRS_7,SRS_8,SRS_9,SRS_10,SRS_11,SRS_12,DTI_1,DTI_2,DTI_3,DTI_4,DTI_5,DTI_6,DTI_7,DTI_8,DTI_9,DTI_10,DTI_11,DTI_12,DTI_13,DTI_14,DTI_15,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,IMC_1,IMC_2,IMC_3,IMC_4,IMC_5,IMC_6,IMC_7,IMC_8,IMC_9,similar_question,problem,answer_seriously,ID
2026/4/7 16:06,2026/4/7 16:38,0,81.23.223.118,100,1910,1,2026/4/7 16:38,R_9gp7ZWf46RJsLsS,,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3,9,6,1,1,7,9,6,9,6,8,6,9,3,5,3,5,5,5,1,2,2,2,3,3,3,2,3,3,1,1,1,150,2,72,2,11,2,125,2,28,2,30,2,4,2,20,2,2,2,2,2,1,1,1,2,1,1,1,1,4,2,5,4,3,6,4,4,5,5,4,5,4,3,4,5,3,3,1,3,4,4,,,,,,,,,,2,1,1,98810966
2026/4/7 16:06,2026/4/7 16:43,0,133.32.178.186,100,2203,1,2026/4/7 16:43,R_9ifYIk0fahIPCgh,,anonymous,JA,1,1,,2,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,5,6,5,6,4,5,5,4,6,5,4,6,2,2,2,4,3,4,2,2,4,2,3,3,3,3,3,2,3,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,12,2,1,1,1,1,2,2,2,2,1,2,2,2,3,3,4,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,,,,,,,,,,2,1,1,50569986
2026/4/7 16:06,2026/4/7 16:22,0,116.12.3.132,100,959,1,2026/4/7 16:22,R_9PpshDDYy31cI5D,,anonymous,JA,1,1,,1,37,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,4,2,2,2,2,1,1,2,2,2,2,1,3,3,4,2,1,1,1,1,5,4,2,4,4,2,4,1,2,2,2,1,1,300,2,14,2,6,2,125,2,29,2,40,2,6,2,20,2,2,2,2,2,1,1,1,2,1,1,1,1,2,3,3,1,3,3,1,2,4,3,4,4,2,3,2,4,4,5,1,5,4,4,,,,,,,,,,2,1,1,21424848
2026/4/7 16:06,2026/4/7 16:34,0,1.75.66.80,100,1633,1,2026/4/7 16:34,R_9GneVxkO9xduR33,,anonymous,JA,1,1,,1,54,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5,5,2,3,3,5,3,3,6,4,5,3,5,3,7,4,2,4,4,3,2,3,2,1,2,1,1,4,4,1,2,3,4,4,290,2,62,2,11,2,150,2,29,2,30,2,12,2,20,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,4,3,2,4,3,1,5,3,3,5,3,2,2,3,5,5,1,4,3,2,,,,,,,,,,2,1,1,84313932
2026/4/7 16:06,2026/4/7 16:21,0,153.201.8.160,99,858,0,,FS_966UB91a8ku5Rex,,anonymous,JA,1,1,,1,38,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,5,2,1,5,1,4,6,1,2,6,2,1,4,2,5,3,4,2,1,4,4,5,4,4,4,5,2,3,2,3,3,4,3,4,300,1,72,2,11,2,125,1,29,1,30,1,2,2,15,1,2,1,2,1,1,2,1,1,1,2,1,2,4,3,4,3,4,3,5,4,4,3,3,4,3,4,2,4,5,3,5,3,4,3,,,,,,1,,,,2,1,1,22233823
2026/4/7 16:06,2026/4/7 16:25,0,121.85.45.55,99,1135,0,,FS_9QFIGym82426F0v,,anonymous,JA,1,1,,2,28,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,1,2,7,6,2,1,6,1,3,6,5,3,3,3,3,3,1,5,4,3,1,5,3,4,4,2,4,3,3,300,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,2,2,1,2,1,2,1,2,1,4,4,4,2,6,2,4,5,5,2,4,4,2,6,6,5,3,1,3,5,1,,,,1,,,,,1,2,1,1,77171937
2026/4/7 16:06,2026/4/7 16:36,0,183.176.189.196,100,1807,1,2026/4/7 16:36,R_9iUbFTdOKQHirXU,,anonymous,JA,1,1,,1,58,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,4,2,4,4,2,6,3,6,6,6,5,2,3,6,3,3,4,4,4,4,3,4,4,1,4,3,4,3,4,2,4,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,4,3,4,3,3,5,3,3,5,4,4,4,4,4,3,3,5,4,3,2,3,3,,,,,,,,,,2,1,1,63932263
2026/4/7 16:06,2026/4/7 16:39,0,222.15.234.152,100,1973,1,2026/4/7 16:39,R_9WZSnOut9Gs9Nza,,anonymous,JA,1,1,,1,62,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,1,3,3,1,6,7,3,5,2,3,2,6,3,2,3,2,4,3,4,1,4,4,4,2,3,1,3,5,5,2,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,2,2,2,1,2,1,2,1,1,3,2,5,4,2,6,2,2,4,4,2,6,4,2,5,6,5,7,1,2,1,1,,,,,,,,,,1,1,1,22693959
2026/4/7 16:06,2026/4/7 16:38,0,211.7.97.97,100,1903,1,2026/4/7 16:38,R_9H5cKgcANYw1DCz,,anonymous,JA,1,1,,1,51,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,3,4,4,3,5,3,5,5,4,5,5,3,6,3,3,4,4,2,1,3,2,1,1,1,4,4,2,4,2,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,1,2,1,2,1,2,1,1,4,4,5,4,3,4,4,2,4,4,3,4,4,2,4,4,4,5,2,4,4,2,,,,,,,,,,2,1,1,75944211
2026/4/7 16:06,2026/4/7 16:45,0,106.154.148.61,100,2296,1,2026/4/7 16:45,R_9PB88uJAcnREAfL,,anonymous,JA,1,1,,1,46,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,8,5,3,6,1,5,7,9,3,1,5,9,9,5,5,3,2,5,1,4,2,1,3,4,3,3,3,3,2,4,1,1,500,2,14,2,3,2,120,2,30,2,30,2,6,2,20,2,1,1,2,2,2,2,2,2,1,1,1,2,3,1,2,4,1,6,1,3,4,3,1,5,5,1,6,4,7,6,1,1,1,1,,,,,,,,,,2,1,1,20617844
2026/4/7 16:06,2026/4/7 16:49,0,115.162.173.45,100,2584,1,2026/4/7 16:49,R_4mWw0DEsfUOEMxQ,,anonymous,JA,1,1,,2,37,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,6,6,5,3,5,6,7,5,4,5,5,3,4,3,3,3,3,3,3,2,3,3,4,5,3,3,5,3,2,4,4,2,150,1,72,2,11,2,125,2,30,2,30,1,4,2,15,2,2,2,1,2,2,2,1,2,1,2,1,1,4,3,4,3,2,4,3,2,5,4,3,4,3,2,3,4,5,5,3,5,3,2,,,,,,,,,,2,1,1,94042290
2026/4/7 16:06,2026/4/7 16:25,0,58.189.3.188,100,1110,1,2026/4/7 16:25,R_9F1pTHBXRJG8pI5,,anonymous,JA,1,1,,2,40,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,5,1,1,1,5,4,1,1,1,1,1,5,1,1,4,1,1,1,2,1,2,4,1,1,300,2,14,2,4,2,120,2,30,2,40,2,3,2,20,2,2,2,1,2,2,2,1,2,1,2,2,1,3,1,4,3,1,6,3,1,5,3,2,4,3,1,3,5,5,6,1,2,2,1,,,,,,,,,,2,1,1,88494997
2026/4/7 16:06,2026/4/7 16:31,0,14.8.135.1,100,1485,1,2026/4/7 16:31,R_9myt3HvzP2DYcQV,,anonymous,JA,1,1,,1,41,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,5,1,1,1,1,1,1,1,4,1,3,8,1,1,1,1,1,4,5,1,1,1,1,2,1,1,1,2,1,1,1,300,2,14,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,2,2,1,2,1,2,1,2,3,2,2,2,3,5,6,1,2,2,3,4,4,3,5,5,7,7,2,1,2,1,,,,1,,,,,,2,1,1,38510961
2026/4/7 16:06,2026/4/7 16:36,0,60.101.14.64,100,1792,1,2026/4/7 16:36,R_9R1x5X4kG4R9Jfj,,anonymous,JA,1,1,,1,47,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,2,5,1,1,1,2,5,4,4,2,2,2,1,4,4,1,1,1,3,1,4,4,2,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,2,1,2,2,1,1,2,1,2,1,1,3,1,6,4,2,6,4,2,4,4,3,2,4,2,4,4,6,6,1,4,2,1,,,,,,,,,,1,1,1,60312944
2026/4/7 16:06,2026/4/7 16:37,0,101.110.59.18,100,1836,1,2026/4/7 16:37,R_9qCLhiHhSp1Z07X,,anonymous,JA,1,1,,2,32,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,5,6,5,7,4,6,7,6,7,7,5,5,6,6,2,4,4,3,2,3,4,2,2,2,2,5,5,3,3,5,5,1,1,300,1,72,2,11,1,125,2,29,2,30,1,4,2,20,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,4,4,3,4,2,5,4,4,1,4,4,1,3,5,5,6,1,5,3,3,,,,,,,,,,2,1,1,18697850
2026/4/7 16:07,2026/4/7 16:31,0,153.207.89.245,100,1491,1,2026/4/7 16:31,R_9OQ2DiashBnZg29,,anonymous,JA,1,1,,1,56,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,5,5,2,1,1,2,6,2,2,2,3,3,1,4,2,4,1,1,2,4,3,3,3,3,3,3,300,2,14,2,11,2,125,2,29,2,30,2,4,2,20,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,1,,,,,,,2,1,1,30782060
2026/4/7 16:07,2026/4/7 17:02,0,14.12.98.193,100,3347,1,2026/4/7 17:02,R_9EB4kvyUhwBUrKy,,anonymous,JA,1,1,,1,49,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,6,2,1,2,1,6,6,2,2,1,4,6,4,1,1,1,3,1,3,4,1,1,1,3,1,3,4,3,4,4,1,150,1,72,2,11,2,120,2,29,1,40,2,5,1,20,2,1,1,1,2,1,2,1,2,1,1,1,1,4,5,6,3,5,6,2,3,6,6,2,6,5,5,5,2,7,6,5,2,5,3,,,,,,,,,,1,1,1,22791366
2026/4/7 16:07,2026/4/7 16:40,0,106.73.74.161,100,1995,1,2026/4/7 16:40,R_9Qi9VpF9bqany6G,,anonymous,JA,1,1,,1,65,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,3,1,1,1,1,2,4,2,4,4,1,4,1,5,1,1,2,1,4,1,1,4,2,2,1,1,150,1,72,2,11,1,125,2,29,1,30,2,4,1,15,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,5,3,2,5,3,2,4,4,3,4,3,2,4,4,6,5,3,2,3,1,,,,,,,,,,1,1,1,83825364
2026/4/7 16:07,2026/4/7 16:23,0,14.9.220.226,100,984,1,2026/4/7 16:23,R_9MWzR6wzk2DCDTz,,anonymous,JA,1,1,,1,53,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,5,8,6,5,1,5,8,4,6,2,4,2,2,2,5,3,2,5,3,5,1,1,4,4,2,3,2,1,3,2,1,1,1,300,2,86,2,6,2,120,2,30,2,40,2,3,2,20,2,2,1,1,2,1,1,1,2,1,1,1,1,3,1,4,3,1,4,6,1,6,6,1,4,6,2,5,6,5,7,1,2,1,1,,,,,,,,,,2,1,1,81397096
2026/4/7 16:07,2026/4/7 16:26,0,113.158.93.63,100,1151,1,2026/4/7 16:26,R_9LgQOp78A9rCglD,,anonymous,JA,1,1,,1,33,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,5,2,5,4,2,4,2,6,5,4,5,1,2,5,1,4,1,1,2,1,5,1,1,4,1,4,1,2,1,2,2,1,1,150,1,72,2,11,2,125,2,29,2,30,1,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,3,4,3,3,4,3,2,3,3,2,3,3,2,3,4,4,5,2,2,2,2,,,,,,,,,,2,1,1,41144082
2026/4/7 16:07,2026/4/7 16:18,0,210.143.124.171,100,704,1,2026/4/7 16:18,R_9xJDJVCzSPCUkZb,,anonymous,JA,1,1,,2,34,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3,2,1,2,3,2,5,3,1,2,2,2,4,4,4,2,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,4,3,5,4,2,5,2,2,6,6,4,4,4,4,4,5,5,6,2,4,5,3,,,,,,,,,,2,1,1,68987446
2026/4/7 16:07,2026/4/7 16:36,0,180.198.24.52,100,1749,1,2026/4/7 16:36,R_9GxgMzcxx6Go4AI,,anonymous,JA,1,1,,1,34,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,5,1,1,4,1,3,1,4,4,3,1,4,4,150,2,72,2,11,2,125,2,30,2,30,2,4,2,15,2,1,2,1,2,1,2,2,2,1,2,1,1,5,5,6,5,5,6,4,4,5,6,5,6,5,4,6,7,7,7,1,1,1,1,,,,,,,,,,2,1,1,71571014
2026/4/7 16:07,2026/4/7 16:38,0,106.73.174.65,100,1897,1,2026/4/7 16:38,R_9RRnGDlmA72wtwm,,anonymous,JA,1,1,,1,56,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,5,1,1,3,3,5,1,3,5,5,1,3,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,4,1,1,150,2,72,2,11,2,125,2,29,2,30,2,5,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,5,1,1,5,3,1,3,3,1,5,1,1,1,4,7,4,1,4,1,1,,,,,,,,,,2,1,1,32406304
2026/4/7 16:07,2026/4/7 16:27,0,14.9.7.96,100,1219,1,2026/4/7 16:27,R_9LAKKa7itOBpoRv,,anonymous,JA,1,1,,1,34,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,5,1,4,5,3,4,1,7,7,6,3,2,3,7,3,4,2,4,4,1,3,3,4,2,2,5,3,1,3,2,2,4,4,300,2,14,2,11,2,120,2,30,2,30,2,5,2,20,2,2,1,2,2,2,1,1,2,1,2,1,1,4,2,5,3,1,4,2,2,4,5,3,3,2,3,3,6,5,4,2,5,3,3,,,,,,,,,,2,1,1,83096685
2026/4/7 16:07,2026/4/7 16:27,0,114.150.171.138,100,1245,1,2026/4/7 16:27,R_9VMrXK9hmB9r7Xj,,anonymous,JA,1,1,,2,45,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,5,2,2,5,5,5,7,6,5,5,5,2,7,3,3,2,2,3,3,4,4,1,4,1,2,4,4,1,4,4,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,2,2,1,1,2,1,2,1,2,3,6,6,3,5,5,5,2,5,5,3,4,4,5,4,5,5,6,2,4,3,1,,,,,,,,,,2,1,1,16611468
2026/4/7 16:07,2026/4/7 16:29,0,180.147.140.74,100,1344,1,2026/4/7 16:29,R_4tMYJqpO3oMVoKl,,anonymous,JA,1,1,,1,51,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,5,1,1,2,7,2,5,1,1,1,8,2,1,1,1,2,4,5,1,1,1,1,2,1,1,1,1,1,1,1,150,2,72,2,11,2,125,2,29,1,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,2,5,3,4,6,4,3,5,4,2,5,4,2,4,4,6,7,1,2,4,1,,,,,,,,,,1,1,1,83307176
2026/4/7 16:07,2026/4/7 16:30,0,118.0.122.1,100,1414,1,2026/4/7 16:30,R_9rJB0hVM8ehKBWa,,anonymous,JA,1,1,,1,42,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,3,7,2,3,3,2,6,2,2,5,3,3,3,3,3,2,2,2,1,4,2,2,4,2,2,2,3,4,4,300,2,14,2,6,2,120,2,30,2,40,2,8,2,20,2,1,2,2,2,1,1,2,2,1,2,1,1,3,4,4,4,4,5,3,3,4,4,3,4,3,3,4,5,5,5,2,4,3,2,,,,,,,,,,2,1,1,62667878
2026/4/7 16:07,2026/4/7 16:42,0,218.131.102.175,100,2137,1,2026/4/7 16:42,R_4n8xWEyc5cNSips,,anonymous,JA,1,1,,1,41,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,4,4,2,4,2,4,3,5,4,2,4,3,2,4,4,4,1,3,3,4,2,1,1,4,4,3,1,1,3,3,4,4,4,150,1,72,1,11,2,125,2,30,2,30,2,6,2,15,2,1,2,2,2,2,2,2,2,1,1,1,1,2,3,5,3,3,5,3,2,4,2,2,5,3,3,2,5,6,6,2,3,3,2,,,,,,,,,,1,1,1,26143191
2026/4/7 16:07,2026/4/7 16:13,0,116.58.183.63,100,362,1,2026/4/7 16:13,R_4dhDQuXN62m68sK,,anonymous,JA,1,1,,1,31,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,5,3,6,4,4,4,4,5,3,6,4,4,3,6,6,3,2,2,2,4,2,2,4,4,2,4,3,2,2,4,4,2,4,4,300,2,14,2,6,2,120,2,31,2,40,2,9,2,20,2,2,1,2,1,1,1,2,1,2,2,2,2,3,4,5,4,4,3,4,3,4,4,3,4,3,4,4,4,5,4,3,5,4,5,,,,,,,,,,2,1,1,95635924
2026/4/7 16:07,2026/4/7 16:23,0,116.199.180.53,100,1005,1,2026/4/7 16:23,R_9rPb1ti97RKIGWG,,anonymous,JA,1,1,,2,34,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,5,1,2,2,1,3,2,5,2,2,2,3,2,2,2,2,4,2,2,2,2,4,1,2,2,2,1,2,2,2,1,4,4,150,2,14,2,11,2,125,2,29,2,30,2,6,2,0,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,4,2,4,4,2,2,2,3,3,4,3,3,4,4,4,4,3,4,4,3,,,,,,,,,,1,1,1,90199699
2026/4/7 16:07,2026/4/7 16:30,0,60.95.190.187,100,1385,1,2026/4/7 16:30,R_9Qg3dO6bGvC89fO,,anonymous,JA,1,1,,2,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,6,3,6,1,6,7,5,6,2,4,6,3,4,4,4,2,1,3,4,4,1,1,3,2,4,2,2,3,1,1,150,1,72,2,11,2,125,2,29,2,30,1,6,2,15,2,2,2,2,2,2,2,1,2,1,2,1,1,3,4,6,3,4,5,1,2,5,3,2,6,3,4,2,5,6,6,2,3,2,2,,,,,,,,,,1,1,1,53026717
2026/4/7 16:07,2026/4/7 16:28,0,114.48.46.46,100,1272,1,2026/4/7 16:28,R_4egKjp5qgUG3BuN,,anonymous,JA,1,1,,1,42,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,4,1,4,2,6,6,2,3,1,3,6,4,4,1,1,4,1,5,1,5,4,4,5,3,3,3,3,5,3,3,150,2,72,2,11,2,125,2,29,2,30,2,4,2,20,2,2,2,1,2,2,2,1,1,1,1,1,2,2,4,5,3,4,5,1,2,5,4,3,6,5,1,3,6,6,7,1,2,3,2,,,,,,,,,,2,1,1,36653095
2026/4/7 16:07,2026/4/7 16:44,0,125.13.158.31,100,2217,1,2026/4/7 16:44,R_9DoNFEmnCVE9SKA,,anonymous,JA,1,1,,2,34,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,7,6,5,7,6,7,5,5,7,8,7,6,5,7,7,3,3,2,2,3,2,4,3,1,2,4,4,2,3,1,2,3,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,2,2,2,1,2,2,1,1,2,1,5,2,5,4,2,5,1,1,4,3,3,4,5,3,4,3,4,4,1,5,4,3,,,,,,,,,,2,1,1,54383875
2026/4/7 16:07,2026/4/7 16:42,0,202.122.254.24,100,2101,1,2026/4/7 16:42,R_43W7Rv7tX3Xn2ik,,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,3,5,5,5,3,5,3,5,5,5,5,3,5,5,5,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,150,2,72,2,11,2,120,2,30,2,40,2,4,2,20,2,1,2,1,2,2,2,1,2,2,2,1,2,4,3,4,3,3,3,3,3,4,3,3,4,3,3,3,4,6,5,4,4,4,2,,,,,,,,,,1,1,1,57439403
2026/4/7 16:07,2026/4/7 16:17,0,101.141.140.230,100,630,1,2026/4/7 16:17,R_9nACTwfDAaTFndk,,anonymous,JA,1,1,,2,38,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,6,4,4,7,3,2,7,4,2,3,4,8,4,3,3,4,3,4,4,4,4,1,4,3,3,1,4,3,3,1,1,150,2,72,2,11,2,500,2,31,2,40,2,4,2,15,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,6,5,5,2,2,5,5,4,4,4,2,2,5,5,5,3,3,,,,,,,,,,2,1,1,77149856
2026/4/7 16:07,2026/4/7 16:24,0,49.97.71.166,100,1051,1,2026/4/7 16:24,R_4Iv5uquiYC8ZI09,,anonymous,JA,1,1,,2,25,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,6,5,5,5,6,5,5,5,7,5,6,6,5,6,6,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,3,3,3,300,2,72,2,6,2,120,2,31,2,40,2,4,2,20,2,1,2,1,2,2,1,2,2,1,1,1,1,4,4,5,4,5,6,5,4,6,5,4,6,5,6,6,4,6,4,4,4,4,4,,,,,,,,,,2,1,1,35714437
2026/4/7 16:07,2026/4/7 16:24,0,218.228.199.5,100,1003,1,2026/4/7 16:24,R_9HPyEqZ6Ru9eQtr,,anonymous,JA,1,1,,1,42,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,2,5,4,5,2,4,5,6,4,5,4,4,4,7,3,3,2,2,3,2,4,3,4,4,2,2,3,3,3,2,3,4,4,150,2,72,2,11,1,125,2,29,2,30,2,4,2,15,2,1,2,2,2,2,2,1,2,1,2,1,2,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,5,5,6,2,4,4,2,,,,1,,,,,,2,1,1,16802981
2026/4/7 16:07,2026/4/7 16:32,0,211.7.98.97,100,1515,1,2026/4/7 16:32,R_4SlsplEj6z2nZZY,,anonymous,JA,1,1,,2,40,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,5,5,1,1,1,5,1,5,5,1,1,1,1,5,3,2,2,4,3,4,2,4,2,2,3,2,2,3,2,3,4,2,4,150,2,72,2,11,1,125,2,29,2,30,1,4,2,15,2,1,2,2,2,2,2,1,2,1,2,1,2,3,2,4,2,2,3,3,3,4,4,3,4,4,3,3,4,5,4,3,5,3,3,,,,,,,,,,2,1,1,41487953
2026/4/7 16:07,2026/4/7 16:41,0,117.53.1.96,100,2063,1,2026/4/7 16:41,R_4E4uWysqlPeiAnn,,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,3,1,3,1,6,2,2,1,1,1,3,3,4,4,4,4,1,5,1,1,1,1,3,1,3,4,3,4,1,1,3150,2,72,2,11,2,125,2,29,2,30,2,4,2,20,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,4,1,1,4,2,1,4,4,1,4,3,1,1,3,5,5,1,1,1,1,,,,,,,,,,2,1,1,54251124
2026/4/7 16:07,2026/4/7 16:20,0,60.124.184.5,100,795,1,2026/4/7 16:20,R_9RkA6BSTg3swjqz,,anonymous,JA,1,1,,2,31,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,5,7,3,4,4,4,5,7,8,7,6,6,6,6,7,3,4,2,4,3,3,2,3,4,3,3,3,4,3,3,5,5,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,5,4,1,4,2,2,2,5,4,3,5,2,5,4,6,3,4,2,3,6,,,,,,,,,1,2,1,1,67959352
2026/4/7 16:07,2026/4/7 16:19,0,210.157.194.29,100,729,1,2026/4/7 16:19,R_4rrwwsr8lkylOml,,anonymous,JA,1,1,,1,47,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,7,6,5,7,7,5,7,7,7,6,7,6,5,7,8,2,2,2,2,3,3,3,2,2,4,2,3,4,2,3,3,2,3,2,300,2,14,2,6,2,80,2,30,2,40,2,2,2,40,2,1,1,1,1,1,2,2,1,1,1,1,2,4,4,6,5,5,6,6,6,6,6,6,6,6,6,6,2,6,4,3,5,6,5,,,,,,,,,,2,1,1,49444654
2026/4/7 16:07,2026/4/7 16:30,0,121.83.34.2,100,1383,1,2026/4/7 16:30,R_43wHpcfKATPuhh2,,anonymous,JA,1,1,,1,48,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,2,2,4,3,2,2,5,6,6,4,3,3,2,4,3,2,2,4,2,4,2,3,4,2,2,3,4,3,3,3,3,4,4,300,2,72,2,6,2,120,2,29,2,30,2,4,2,20,2,1,2,2,2,2,1,1,2,1,2,1,2,3,3,5,3,3,5,2,2,5,3,3,4,3,3,3,4,5,5,3,4,3,3,,,,,,,,,,1,1,1,70080497
2026/4/7 16:07,2026/4/7 16:38,0,114.181.158.95,100,1858,1,2026/4/7 16:38,R_4Ldu27KIGWWtdKh,,anonymous,JA,1,1,,1,36,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,4,2,8,2,1,3,3,4,7,8,6,1,3,7,1,3,1,3,4,4,1,3,1,2,2,5,3,5,3,5,4,4,4,150,2,72,2,11,2,125,2,31,2,40,2,4,2,20,2,2,1,2,2,1,2,1,1,1,2,1,1,3,2,5,3,1,6,3,5,4,6,5,3,4,2,4,5,6,7,3,2,4,3,,,,,,,,,,2,1,1,68309001
